Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Licensed Practical Nurse,,8,Non-strikeable,5475,6088,6771,613,1296,15004,65700,81252
Livestock Brand Inspector,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Loan Specialist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Mail Delivery Driver,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Mail Equipment Operator 1,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Mail Equipment Operator 2,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Mail Services Assistant,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Manual Arts Instructor,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Medical Laboratory Technician 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Mental Health Security Technician,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Mental Health Therapist 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Mental Health Therapist 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Mental Health Therapy Coordinator,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Mental Health Therapy Technician,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Microbiologist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Motor Carrier Enforcement Officer 1,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Natural Resource Specialist 1,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Nutrition Consultant,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Occupational Safety Specialist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Office Coordinator,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Office Specialist 1,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Office Specialist 2,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Operations & Policy Analyst 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Park Ranger 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Park Ranger Assistant,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Park Specialist,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Parking Services Representative,,8,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Parts Specialist 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Payroll Analyst,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Pharmacist Resident,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Pharmacy Clerk & Technician 2,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Pharmacy Clerk & Technician 3,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Physical/Electronic Security Technician,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Print Services Technician,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Printing Production Coordinator,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Procurement & Contract Specialist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Procurement & Contract Specialist 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Procurement And Contract Assistant,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Program Analyst 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Program Analyst 3,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Psychiatric Social Worker,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Public Affairs Specialist 2,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Public Health Toxicologist 1,,8,Non-strikeable,8220,9174,10243,954,2023,21774,98640,122916
Public Service Representative 2,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Public Service Representative 3,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Public Service Representative 4,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Rehabilitation Instructor For The Blind,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Rehabilitation Instructor For The Blind (Entry),,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Research Analyst 1,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Research Analyst 2,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Retirement Counselor 1,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Revenue Agent 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Revenue Agent 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Revenue Agent 3,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Safety Specialist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Scientific Instrument Technician,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Seamster,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Shipping Point Inspector 1,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Shipping Point Inspector 2,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Sign Technician 1,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Social Service Assistant,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
State Library Specialist 1,,8,Non-strikeable,3780,4216,4707,436,927,10823,45360,56484
Supply Specialist 1,,8,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Supply Specialist 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Tax Auditor/Entry,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Teaching Assistant,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Training & Development Specialist 1,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Transportation Maintenance Coordinator 1,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Transportation Maintenance Specialist 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Transportation Maintenance Specialist 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Transportation Services Office Leader,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Transportation Services Representative 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Transportation Services Representative 2,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Transportation Telecommunications Specialist 1,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Transporting Mental Health Aide,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Truck Driver 1,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Truck Driver 2,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Veterans Service Officer,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Veterans Trust Officer,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Vocational Rehabilitation Counselor Entry,,8,Non-strikeable,5492,6128,6844,636,1352,15046,65904,82128
Water Resource Data Technician 1,,8,Non-strikeable,5231,5849,6529,618,1298,14402,62772,78348
Water Resource Data Technician 2,,8,Non-strikeable,5754,6423,7169,669,1415,15692,69048,86028
Wildland Fire Dispatcher,,8,Non-strikeable,4337,4843,5408,506,1071,12197,52044,64896
Wildland Fire Dispatcher Entry,,8,Non-strikeable,3604,4026,4493,422,889,10389,43248,53916
Wildland Fire Suppression Specialist,,8,Non-strikeable,4766,5319,5936,553,1170,13255,57192,71232
Wildland Fire Suppression Specialist Entry,,8,Non-strikeable,3959,4418,4921,459,962,11265,47508,59052
Word Processing Technician 2,,8,Non-strikeable,4148,4619,5160,471,1012,11731,49776,61920
Word Processing Technician 3,,8,Non-strikeable,4547,5076,5667,529,1120,12715,54564,68004
Youth Corrections Unit Coordinator,,8,Non-strikeable,6318,7056,7876,738,1558,17083,75816,94512
Accountant 1,,9,Non-strikeable,6625,7056,7518,431,893,17840,79500,90216
Accounting Technician,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Activities Coordinator,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Administrative Specialist 1,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Administrative Specialist 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Apprenticeship Representative,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Automotive Fleet Attendant,,9,Non-strikeable,4337,4843,5160,506,823,12197,52044,61920
Automotive Technician 1,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Automotive Technician 2,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Behavioral Health Specialist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Biological Science Assistant,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Business & Employment Specialist 2,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Certified Occupation Therapist Assistant,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Chemist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Child Support Case Manager,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Child Support Case Manager Entry,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Child Support Specialist,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Civil Rights Investigator 1,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Compliance Specialist 1,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Compliance Specialist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Cook,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Custodial Services Coordinator,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Data Entry Control Technician,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Data Entry Operator,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Dental Assistant 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Dental Hygienist,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Disability Analyst 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
District Veterinarian,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Dormitory Counselor 1,,9,Non-strikeable,4766,5319,5667,553,901,13255,57192,68004
Dormitory Counselor 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Economist 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Electronic Publishing Design Specialist 1,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Employment Adjudicator,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Employment Appeals Board Legal Staff,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Engineering Technician 2,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Engineering Technician 3,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Equipment Operator,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Executive Support Specialist 1,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Executive Support Specialist 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Facility Energy Technician 4,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Fiscal Analyst 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Fiscal Auditor 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Fish and Wildlife Technical Coordinator,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Fish and Wildlife Technician,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Fish and Wildlife Technician Entry,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Fish and Wildlife Technician Senior,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Food Service Worker,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Forest Crew Coordinator,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Forest Lookout,,9,Non-strikeable,3780,4216,4493,436,713,10823,45360,53916
Forest Management Technician,,9,Non-strikeable,4766,5319,5667,553,901,13255,57192,68004
Forest Officer,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Governmental Auditor 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Grounds Maintenance Worker 1,,9,Non-strikeable,4337,4843,5160,506,823,12197,52044,61920
Grounds Maintenance Worker 2,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Group Life Coordinator 1,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Group Life Coordinator 2,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Human Services Assistant 2,,9,Non-strikeable,4766,5319,5667,553,901,13255,57192,68004
Human Services Case Manager,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Human Services Specialist 1,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Human Services Specialist 2,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Human Services Specialist 3,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Incident Response Operations Specialist,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Industrial Hygienist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Information Systems Specialist 2,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Information Systems Specialist 6,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Information Systems Specialist 7,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Investigator 1,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Investigator 2,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Laboratory Technician 2,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Laborer/Student Worker,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Licensed Practical Nurse,,9,Non-strikeable,5716,6355,6771,639,1055,15598,68592,81252
Livestock Brand Inspector,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Loan Specialist 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Mail Delivery Driver,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Mail Equipment Operator 1,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Mail Equipment Operator 2,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Mail Services Assistant,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Manual Arts Instructor,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Medical Laboratory Technician 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Mental Health Security Technician,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Mental Health Therapist 1,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Mental Health Therapist 2,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Mental Health Therapy Coordinator,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Mental Health Therapy Technician,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Microbiologist 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Motor Carrier Enforcement Officer 1,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Natural Resource Specialist 1,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Nutrition Consultant,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Occupational Safety Specialist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Office Coordinator,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Office Specialist 1,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Office Specialist 2,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Operations & Policy Analyst 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Park Ranger 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Park Ranger Assistant,,9,Non-strikeable,3959,4418,4707,459,748,11265,47508,56484
Park Specialist,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Parking Services Representative,,9,Non-strikeable,4337,4843,5160,506,823,12197,52044,61920
Parts Specialist 2,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Payroll Analyst,,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Pharmacist Resident,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Pharmacy Clerk & Technician 2,,9,Non-strikeable,4766,5319,5667,553,901,13255,57192,68004
Pharmacy Clerk & Technician 3,,9,Non-strikeable,4994,5571,5936,577,942,13817,59928,71232
Physical/Electronic Security Technician,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Print Services Technician,,9,Non-strikeable,4766,5319,5667,553,901,13255,57192,68004
Printing Production Coordinator,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Procurement & Contract Specialist 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Procurement & Contract Specialist 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Procurement And Contract Assistant,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
Program Analyst 1,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Program Analyst 3,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Psychiatric Social Worker,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Public Affairs Specialist 2,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Public Health Toxicologist 1,,9,Non-strikeable,8614,9614,10243,1000,1629,22746,103368,122916
Public Service Representative 2,,9,Non-strikeable,4148,4619,4921,471,773,11731,49776,59052
Public Service Representative 3,,9,Non-strikeable,4547,5076,5408,529,861,12715,54564,64896
Public Service Representative 4,,9,Non-strikeable,5754,6423,6844,669,1090,15692,69048,82128
Rehabilitation Instructor For The Blind,,9,Non-strikeable,6625,7392,7876,767,1251,17840,79500,94512
Rehabilitation Instructor For The Blind (Entry),,9,Non-strikeable,6031,6729,7169,698,1138,16375,72372,86028
Research Analyst 1,,9,Non-strikeable,5492,6128,6529,636,1037,15046,65904,78348
