Position,Classification_Code,Starting step,Coalition,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Wildland Fire Dispatcher Entry,8363,4,Non-strikeable,3114,3316.41,3533.634855,202,420,9180,37368,42404
Behavioral Health Specialist 3,6535,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Chemist 3,3717,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Compliance Specialist 3,5348,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Dental Hygienist,6396,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
District Veterinarian,6440,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Employment Appeals Board Legal Staff,1543,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Facility Energy Technician 4,4035,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Governmental Auditor 3,5648,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Industrial Hygienist 3,5707,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Information Systems Specialist 6,1486,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Information Systems Specialist 7,1487,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Nutrition Consultant,5955,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Occupational Safety Specialist 3,5711,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Procurement & Contract Specialist 3,438,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Program Analyst 3,863,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Psychiatric Social Worker,6730,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Public Affairs Specialist 2,865,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Public Health Toxicologist 1,3433,5,Non-strikeable,7142,7606.23,8104.438065,464,962,19115,85704,97253
Accountant 1,1316,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Apprenticeship Representative,4380,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Automotive Technician 2,4419,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Child Support Specialist,5133,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Disability Analyst 1,5936,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Economist 1,1161,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Employment Adjudicator,6693,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Fiscal Analyst 1,1343,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Fiscal Auditor 1,5641,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Forest Officer,8357,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Investigator 2,5333,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Loan Specialist 1,1001,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Microbiologist 1,3779,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Operations & Policy Analyst 1,870,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Pharmacist Resident,6361,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Printing Production Coordinator,3475,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Procurement & Contract Specialist 1,436,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Program Analyst 1,860,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Rehabilitation Instructor For The Blind,3333,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Research Analyst 2,1116,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Safety Specialist 1,1345,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Training & Development Specialist 1,1338,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Veterans Service Officer,799,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Veterans Trust Officer,784,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Youth Corrections Unit Coordinator,6755,5,Non-strikeable,5492,5848.98,6232.08819,357,740,15046,65904,74785
Business & Employment Specialist 2,6699,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Child Support Case Manager,5139,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Civil Rights Investigator 1,5340,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Compliance Specialist 1,5346,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Engineering Technician 3,3111,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Equipment Operator,4433,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Fish and Wildlife Technical Coordinator,8346,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Human Services Case Manager,6630,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Information Systems Specialist 2,1483,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Motor Carrier Enforcement Officer 1,5857,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Natural Resource Specialist 1,8501,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Payroll Analyst,314,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Rehabilitation Instructor For The Blind (Entry),3333,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Revenue Agent 3,5113,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Scientific Instrument Technician,4339,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Transportation Maintenance Coordinator 1,4161,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Transportation Services Office Leader,333,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Water Resource Data Technician 2,8511,5,Non-strikeable,4994,5318.61,5666.978955,325,673,13817,59928,68004
Licensed Practical Nurse,6135,5,Non-strikeable,4974,5297.31,5644.283805,323,670,13768,59688,67731
Administrative Specialist 2,108,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Certified Occupation Therapist Assistant,6506,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Dental Assistant 2,6394,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Dormitory Counselor 2,6768,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Executive Support Specialist 2,119,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Incident Response Operations Specialist,4165,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Medical Laboratory Technician 2,6831,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Park Ranger 2,8435,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Parts Specialist 2,783,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Physical/Electronic Security Technician,4037,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Public Service Representative 4,334,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Retirement Counselor 1,841,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Supply Specialist 2,759,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Tax Auditor/Entry,5630,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Transportation Telecommunications Specialist 1,4166,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Truck Driver 2,4403,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Vocational Rehabilitation Counselor Entry,6646,5,Non-strikeable,4766,5075.79,5408.254245,310,642,13255,57192,64899
Accounting Technician,313,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Activities Coordinator,6530,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Automotive Technician 1,4418,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Child Support Case Manager Entry,5138,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Engineering Technician 2,3110,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Fish and Wildlife Technician Senior,8343,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Forest Crew Coordinator,8318,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Group Life Coordinator 2,6751,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Human Services Specialist 3,6659,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Investigator 1,5331,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Mental Health Therapist 2,6713,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Mental Health Therapy Coordinator,6718,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Procurement And Contract Assistant,435,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Research Analyst 1,1115,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Revenue Agent 2,5111,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Sign Technician 1,4131,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Transportation Maintenance Specialist 2,4153,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Transportation Services Representative 2,333,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Water Resource Data Technician 1,8510,5,Non-strikeable,4547,4842.555,5159.742353,296,613,12715,54564,61917
Administrative Specialist 1,107,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Cook,9117,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Electronic Publishing Design Specialist 1,3510,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Executive Support Specialist 1,118,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Fish and Wildlife Technician,8341,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Grounds Maintenance Worker 2,4110,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Human Services Specialist 2,6658,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Laboratory Technician 2,6811,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Manual Arts Instructor,3304,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Mental Health Security Technician,6708,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Mental Health Therapist 1,6711,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Park Specialist,8445,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Pharmacy Clerk & Technician 3,6389,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Revenue Agent 1,5110,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Shipping Point Inspector 2,5451,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Social Service Assistant,6609,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Transportation Maintenance Specialist 1,4151,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Transportation Services Representative 1,331,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Transporting Mental Health Aide,6101,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Truck Driver 1,4401,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Wildland Fire Suppression Specialist,8355,5,Non-strikeable,4148,4417.62,4706.97411,270,559,11731,49776,56484
Dormitory Counselor 1,6767,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Forest Management Technician,8311,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Human Services Assistant 2,6606,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Pharmacy Clerk & Technician 2,6388,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Print Services Technician,3446,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Word Processing Technician 3,533,5,Non-strikeable,3959,4216.335,4492.504943,257,534,11265,47508,53910
Group Life Coordinator 1,6750,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Human Services Specialist 1,6657,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Livestock Brand Inspector,5430,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Mail Delivery Driver,4404,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Mail Equipment Operator 2,404,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Mental Health Therapy Technician,6710,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Office Coordinator,801,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Office Specialist 2,104,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Public Service Representative 3,333,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Seamster,9301,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Shipping Point Inspector 1,5450,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Teaching Assistant,3303,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Wildland Fire Dispatcher,8364,5,Non-strikeable,3780,4025.7,4289.38335,246,509,10823,45360,51473
Automotive Fleet Attendant,4417,5,Non-strikeable,3604,3838.26,4089.66603,234,486,10389,43248,49076
Grounds Maintenance Worker 1,4109,5,Non-strikeable,3604,3838.26,4089.66603,234,486,10389,43248,49076
Parking Services Representative,5550,5,Non-strikeable,3604,3838.26,4089.66603,234,486,10389,43248,49076
Supply Specialist 1,758,5,Non-strikeable,3604,3838.26,4089.66603,234,486,10389,43248,49076
Word Processing Technician 2,531,5,Non-strikeable,3604,3838.26,4089.66603,234,486,10389,43248,49076
Custodial Services Coordinator,4103,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Fish and Wildlife Technician Entry,8340,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Food Service Worker,9103,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Mail Services Assistant,405,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Office Specialist 1,103,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Public Service Representative 2,333,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Wildland Fire Suppression Specialist Entry,8354,5,Non-strikeable,3477,3703.005,3945.551828,226,469,10076,41724,47347
Biological Science Assistant,3769,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Data Entry Control Technician,1475,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Data Entry Operator,501,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Laborer/Student Worker,4116,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Mail Equipment Operator 1,403,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Park Ranger Assistant,8433,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
State Library Specialist 1,351,5,Non-strikeable,3334,3550.71,3783.281505,217,449,9723,40008,45399
Forest Lookout,8353,5,Non-strikeable,3236,3446.34,3672.07527,210,436,9481,38832,44065
Wildland Fire Dispatcher Entry,8363,5,Non-strikeable,3236,3446.34,3672.07527,210,436,9481,38832,44065
Behavioral Health Specialist 3,6535,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Chemist 3,3717,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Compliance Specialist 3,5348,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Dental Hygienist,6396,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
District Veterinarian,6440,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Employment Appeals Board Legal Staff,1543,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Facility Energy Technician 4,4035,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Governmental Auditor 3,5648,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Industrial Hygienist 3,5707,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Information Systems Specialist 6,1486,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Information Systems Specialist 7,1487,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Nutrition Consultant,5955,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Occupational Safety Specialist 3,5711,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Procurement & Contract Specialist 3,438,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Program Analyst 3,863,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Psychiatric Social Worker,6730,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Public Affairs Specialist 2,865,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
Public Health Toxicologist 1,3433,6,Non-strikeable,7484,7970.46,8492.52513,486,1009,19959,89808,101910
