Position,Classification_Code,Starting step,Current monthly pay,2024 monthly pay,2025 monthly pay,2024 monthly difference (2024-current),2025 monthly difference (2025 - current),Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract
Transportation Telecommunications Specialist 2,4167,3,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Transportation Telecommunications Specialist 2,4167,4,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Transportation Telecommunications Specialist 2,4167,5,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Transportation Telecommunications Specialist 2,4167,6,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Transportation Telecommunications Specialist 2,4167,7,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Transportation Telecommunications Specialist 2,4167,8,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Transportation Telecommunications Specialist 2,4167,9,5771,6856,1085,18.80%,"$15,734 ","$69,252 ","$82,272 ","$13,020 "
Transportation Telecommunications Specialist 2,4167,10,6051,6866,815,13.47%,"$16,424 ","$72,612 ","$82,392 ","$9,780 "
Transporter,4403,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Transporter,4403,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Transporter,4403,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Transporter,4403,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Transporter,4403,5,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Transporter,4403,6,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Transporter,4403,7,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Transporter,4403,8,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Transporter,4403,9,3483,4138,655,18.81%,"$10,091 ","$41,796 ","$49,656 ","$7,860 "
Transporter,4403,10,3629,4118,489,13.47%,"$10,451 ","$43,548 ","$49,416 ","$5,868 "
Transporting Mental Health Aide,6101,1,3218,4191,973,30.24%,"$9,437 ","$38,616 ","$50,292 ","$11,676 "
Transporting Mental Health Aide,6101,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Transporting Mental Health Aide,6101,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Transporting Mental Health Aide,6101,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Transporting Mental Health Aide,6101,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Transporting Mental Health Aide,6101,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Transporting Mental Health Aide,6101,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Transporting Mental Health Aide,6101,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Transporting Mental Health Aide,6101,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Transporting Mental Health Aide,6101,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Truck Driver 1,4401,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Truck Driver 1,4401,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Truck Driver 1,4401,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Truck Driver 1,4401,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Truck Driver 1,4401,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Truck Driver 1,4401,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Truck Driver 1,4401,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Truck Driver 1,4401,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Truck Driver 1,4401,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Truck Driver 1,4401,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Truck Driver 2,4403,1,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Truck Driver 2,4403,2,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Truck Driver 2,4403,3,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Truck Driver 2,4403,4,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Truck Driver 2,4403,5,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Truck Driver 2,4403,6,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Truck Driver 2,4403,7,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Truck Driver 2,4403,8,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Truck Driver 2,4403,9,5256,6244,988,18.80%,"$14,464 ","$63,072 ","$74,928 ","$11,856 "
Truck Driver 2,4403,10,5503,6244,741,13.47%,"$15,073 ","$66,036 ","$74,928 ","$8,892 "
Veterans Service Officer,799,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Veterans Service Officer,799,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Veterans Service Officer,799,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Veterans Service Officer,799,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Veterans Service Officer,799,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Veterans Service Officer,799,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Veterans Service Officer,799,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Veterans Service Officer,799,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Veterans Service Officer,799,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Veterans Service Officer,799,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Veterans Trust Officer,784,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Veterans Trust Officer,784,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Veterans Trust Officer,784,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Veterans Trust Officer,784,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Veterans Trust Officer,784,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Veterans Trust Officer,784,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Veterans Trust Officer,784,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Veterans Trust Officer,784,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Veterans Trust Officer,784,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Veterans Trust Officer,784,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Video Producer,3176,1,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Video Producer,3176,2,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Video Producer,3176,3,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Video Producer,3176,4,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Video Producer,3176,5,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Video Producer,3176,6,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Video Producer,3176,7,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Video Producer,3176,8,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Video Producer,3176,9,7678,9122,1444,18.81%,"$20,437 ","$92,136 ","$109,464 ","$17,328 "
Video Producer,3176,10,8057,9142,1085,13.47%,"$21,372 ","$96,684 ","$109,704 ","$13,020 "
Vocational Rehabilitation Counselor,6647,1,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Vocational Rehabilitation Counselor,6647,2,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Vocational Rehabilitation Counselor,6647,3,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Vocational Rehabilitation Counselor,6647,4,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Vocational Rehabilitation Counselor,6647,5,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Vocational Rehabilitation Counselor,6647,6,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Vocational Rehabilitation Counselor,6647,7,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Vocational Rehabilitation Counselor,6647,8,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Vocational Rehabilitation Counselor,6647,9,6664,7917,1253,18.80%,"$17,936 ","$79,968 ","$95,004 ","$15,036 "
Vocational Rehabilitation Counselor,6647,10,6982,7922,940,13.46%,"$18,721 ","$83,784 ","$95,064 ","$11,280 "
Vocational Rehabilitation Counselor Entry,6646,1,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Vocational Rehabilitation Counselor Entry,6646,2,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Vocational Rehabilitation Counselor Entry,6646,3,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Vocational Rehabilitation Counselor Entry,6646,4,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Vocational Rehabilitation Counselor Entry,6646,5,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Vocational Rehabilitation Counselor Entry,6646,6,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Vocational Rehabilitation Counselor Entry,6646,7,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Vocational Rehabilitation Counselor Entry,6646,8,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Vocational Rehabilitation Counselor Entry,6646,9,5256,6244,988,18.80%,"$14,464 ","$63,072 ","$74,928 ","$11,856 "
Vocational Rehabilitation Counselor Entry,6646,10,5503,6244,741,13.47%,"$15,073 ","$66,036 ","$74,928 ","$8,892 "
Vocational Rehabilitation Specialist,6648,1,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Vocational Rehabilitation Specialist,6648,2,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Vocational Rehabilitation Specialist,6648,3,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Vocational Rehabilitation Specialist,6648,4,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Vocational Rehabilitation Specialist,6648,5,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Vocational Rehabilitation Specialist,6648,6,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Vocational Rehabilitation Specialist,6648,7,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Vocational Rehabilitation Specialist,6648,8,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Vocational Rehabilitation Specialist,6648,9,6982,8295,1313,18.81%,"$18,721 ","$83,784 ","$99,540 ","$15,756 "
Vocational Rehabilitation Specialist,6648,10,7327,8314,987,13.47%,"$19,571 ","$87,924 ","$99,768 ","$11,844 "
Water Resource Data Technician 1,8510,1,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Water Resource Data Technician 1,8510,2,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Water Resource Data Technician 1,8510,3,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Water Resource Data Technician 1,8510,4,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Water Resource Data Technician 1,8510,5,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Water Resource Data Technician 1,8510,6,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Water Resource Data Technician 1,8510,7,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Water Resource Data Technician 1,8510,8,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Water Resource Data Technician 1,8510,9,5019,5963,944,18.81%,"$13,879 ","$60,228 ","$71,556 ","$11,328 "
Water Resource Data Technician 1,8510,10,5256,5964,708,13.47%,"$14,464 ","$63,072 ","$71,568 ","$8,496 "
Water Resource Data Technician 2,8511,1,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Water Resource Data Technician 2,8511,2,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Water Resource Data Technician 2,8511,3,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Water Resource Data Technician 2,8511,4,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Water Resource Data Technician 2,8511,5,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Water Resource Data Technician 2,8511,6,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Water Resource Data Technician 2,8511,7,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Water Resource Data Technician 2,8511,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Water Resource Data Technician 2,8511,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Water Resource Data Technician 2,8511,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Wildland Fire Dispatcher,8364,1,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Wildland Fire Dispatcher,8364,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Wildland Fire Dispatcher,8364,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Wildland Fire Dispatcher,8364,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Wildland Fire Dispatcher,8364,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Wildland Fire Dispatcher,8364,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Wildland Fire Dispatcher,8364,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Wildland Fire Dispatcher,8364,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Wildland Fire Dispatcher,8364,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Wildland Fire Dispatcher,8364,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Wildland Fire Dispatcher Entry,8363,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Dispatcher Entry,8363,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Dispatcher Entry,8363,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Dispatcher Entry,8363,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Dispatcher Entry,8363,5,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Wildland Fire Dispatcher Entry,8363,6,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Wildland Fire Dispatcher Entry,8363,7,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Wildland Fire Dispatcher Entry,8363,8,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Wildland Fire Dispatcher Entry,8363,9,3483,4138,655,18.81%,"$10,091 ","$41,796 ","$49,656 ","$7,860 "
Wildland Fire Dispatcher Entry,8363,10,3629,4118,489,13.47%,"$10,451 ","$43,548 ","$49,416 ","$5,868 "
Wildland Fire Suppression Specialist,8355,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Wildland Fire Suppression Specialist,8355,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Wildland Fire Suppression Specialist,8355,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Wildland Fire Suppression Specialist,8355,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Wildland Fire Suppression Specialist,8355,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Wildland Fire Suppression Specialist,8355,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Wildland Fire Suppression Specialist,8355,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Wildland Fire Suppression Specialist,8355,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Wildland Fire Suppression Specialist,8355,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Wildland Fire Suppression Specialist,8355,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Wildland Fire Suppression Specialist Entry,8354,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Suppression Specialist Entry,8354,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Wildland Fire Suppression Specialist Entry,8354,3,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Wildland Fire Suppression Specialist Entry,8354,4,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Wildland Fire Suppression Specialist Entry,8354,5,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Wildland Fire Suppression Specialist Entry,8354,6,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Wildland Fire Suppression Specialist Entry,8354,7,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Wildland Fire Suppression Specialist Entry,8354,8,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Wildland Fire Suppression Specialist Entry,8354,9,3790,4502,712,18.79%,"$10,848 ","$45,480 ","$54,024 ","$8,544 "
Wildland Fire Suppression Specialist Entry,8354,10,3964,4498,534,13.47%,"$11,277 ","$47,568 ","$53,976 ","$6,408 "
Word Processing Technician 2,531,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Word Processing Technician 2,531,2,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Word Processing Technician 2,531,3,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Word Processing Technician 2,531,4,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Word Processing Technician 2,531,5,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Word Processing Technician 2,531,6,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Word Processing Technician 2,531,7,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Word Processing Technician 2,531,8,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Word Processing Technician 2,531,9,3964,4709,745,18.79%,"$11,277 ","$47,568 ","$56,508 ","$8,940 "
Word Processing Technician 2,531,10,4155,4714,559,13.45%,"$11,748 ","$49,860 ","$56,568 ","$6,708 "
Word Processing Technician 3,533,1,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Word Processing Technician 3,533,2,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Word Processing Technician 3,533,3,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Word Processing Technician 3,533,4,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Word Processing Technician 3,533,5,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Word Processing Technician 3,533,6,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Word Processing Technician 3,533,7,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Word Processing Technician 3,533,8,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Word Processing Technician 3,533,9,4356,5175,819,18.80%,"$12,244 ","$52,272 ","$62,100 ","$9,828 "
Word Processing Technician 3,533,10,4555,5168,613,13.46%,"$12,735 ","$54,660 ","$62,016 ","$7,356 "
Youth Corrections Unit Coordinator,6755,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
