Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change,Total increase over the contract,Annual pay at current monthly pay,Annual pay at monthly pay at end of contract,Difference in annual pay
Scientific Instrument Technician,4339,8,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Scientific Instrument Technician,4339,9,5503,6538,1035,18.81%,"$15,073 ","$66,036 ","$78,456 ","$12,420 "
Scientific Instrument Technician,4339,10,5771,6548,777,13.46%,"$15,734 ","$69,252 ","$78,576 ","$9,324 "
Seamster,9301,1,3005,3913,908,30.22%,"$8,912 ","$36,060 ","$46,956 ","$10,896 "
Seamster,9301,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Seamster,9301,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Seamster,9301,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Seamster,9301,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Seamster,9301,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Seamster,9301,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Seamster,9301,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Seamster,9301,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Seamster,9301,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Securities Examiner,5671,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Securities Examiner,5671,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Securities Examiner,5671,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Securities Examiner,5671,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Securities Examiner,5671,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Securities Examiner,5671,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Securities Examiner,5671,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
Securities Examiner,5671,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
Securities Examiner,5671,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
Securities Examiner,5671,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Shipping Point Inspector 1,5450,1,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Shipping Point Inspector 1,5450,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Shipping Point Inspector 1,5450,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Shipping Point Inspector 1,5450,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Shipping Point Inspector 1,5450,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Shipping Point Inspector 1,5450,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Shipping Point Inspector 1,5450,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Shipping Point Inspector 1,5450,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Shipping Point Inspector 1,5450,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Shipping Point Inspector 1,5450,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Shipping Point Inspector 2,5451,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Shipping Point Inspector 2,5451,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Shipping Point Inspector 2,5451,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Shipping Point Inspector 2,5451,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Shipping Point Inspector 2,5451,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Shipping Point Inspector 2,5451,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Shipping Point Inspector 2,5451,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Shipping Point Inspector 2,5451,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Shipping Point Inspector 2,5451,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Shipping Point Inspector 2,5451,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Sign Technician 1,4131,1,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Sign Technician 1,4131,2,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Sign Technician 1,4131,3,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Sign Technician 1,4131,4,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Sign Technician 1,4131,5,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Sign Technician 1,4131,6,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Sign Technician 1,4131,7,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Sign Technician 1,4131,8,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Sign Technician 1,4131,9,5019,5963,944,18.81%,"$13,879 ","$60,228 ","$71,556 ","$11,328 "
Sign Technician 1,4131,10,5256,5964,708,13.47%,"$14,464 ","$63,072 ","$71,568 ","$8,496 "
Social Service Assistant,6609,1,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Social Service Assistant,6609,2,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Social Service Assistant,6609,3,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Social Service Assistant,6609,4,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Social Service Assistant,6609,5,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Social Service Assistant,6609,6,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Social Service Assistant,6609,7,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Social Service Assistant,6609,8,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Social Service Assistant,6609,9,4555,5411,856,18.79%,"$12,735 ","$54,660 ","$64,932 ","$10,272 "
Social Service Assistant,6609,10,4776,5419,643,13.46%,"$13,280 ","$57,312 ","$65,028 ","$7,716 "
Social Service Specialist 1,6613,1,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Social Service Specialist 1,6613,2,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Social Service Specialist 1,6613,3,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Social Service Specialist 1,6613,4,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Social Service Specialist 1,6613,5,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Social Service Specialist 1,6613,6,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Social Service Specialist 1,6613,7,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Social Service Specialist 1,6613,8,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Social Service Specialist 1,6613,9,6664,7917,1253,18.80%,"$17,936 ","$79,968 ","$95,004 ","$15,036 "
Social Service Specialist 1,6613,10,6982,7922,940,13.46%,"$18,721 ","$83,784 ","$95,064 ","$11,280 "
Social Services Specialist 2,6613,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Social Services Specialist 2,6613,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Social Services Specialist 2,6613,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Social Services Specialist 2,6613,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Social Services Specialist 2,6613,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Social Services Specialist 2,6613,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Social Services Specialist 2,6613,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Social Services Specialist 2,6613,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Social Services Specialist 2,6613,9,7327,8705,1378,18.81%,"$19,571 ","$87,924 ","$104,460 ","$16,536 "
Social Services Specialist 2,6613,10,7678,8712,1034,13.47%,"$20,437 ","$92,136 ","$104,544 ","$12,408 "
State Library Specialist 1,351,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
State Library Specialist 1,351,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
State Library Specialist 1,351,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
State Library Specialist 1,351,4,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
State Library Specialist 1,351,5,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
State Library Specialist 1,351,6,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
State Library Specialist 1,351,7,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
State Library Specialist 1,351,8,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
State Library Specialist 1,351,9,3629,4311,682,18.79%,"$10,451 ","$43,548 ","$51,732 ","$8,184 "
State Library Specialist 1,351,10,3790,4300,510,13.46%,"$10,848 ","$45,480 ","$51,600 ","$6,120 "
State Library Specialist 2,353,1,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
State Library Specialist 2,353,2,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
State Library Specialist 2,353,3,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
State Library Specialist 2,353,4,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
State Library Specialist 2,353,5,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
State Library Specialist 2,353,6,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
State Library Specialist 2,353,7,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
State Library Specialist 2,353,8,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
State Library Specialist 2,353,9,4776,5674,898,18.80%,"$13,280 ","$57,312 ","$68,088 ","$10,776 "
State Library Specialist 2,353,10,5019,5695,676,13.47%,"$13,879 ","$60,228 ","$68,340 ","$8,112 "
State Procurement Analyst,770,1,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
State Procurement Analyst,770,2,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
State Procurement Analyst,770,3,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
State Procurement Analyst,770,4,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
State Procurement Analyst,770,5,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
State Procurement Analyst,770,6,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
State Procurement Analyst,770,7,7678,9550,1872,24.38%,"$20,437 ","$92,136 ","$114,600 ","$22,464 "
State Procurement Analyst,770,8,8057,10022,1965,24.39%,"$21,372 ","$96,684 ","$120,264 ","$23,580 "
State Procurement Analyst,770,9,8450,10039,1589,18.80%,"$22,341 ","$101,400 ","$120,468 ","$19,068 "
State Procurement Analyst,770,10,8870,10065,1195,13.47%,"$23,377 ","$106,440 ","$120,780 ","$14,340 "
Student Office Worker,100,1,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,2,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,3,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,4,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,5,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,6,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,7,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,8,0,4300,4300,,"$1,500 ",$-   ,"$51,600 ","$51,600 "
Student Office Worker,100,9,3005,4300,1295,43.09%,"$8,912 ","$36,060 ","$51,600 ","$15,540 "
Student Office Worker,100,10,3095,4300,1205,38.93%,"$9,134 ","$37,140 ","$51,600 ","$14,460 "
Supply Specialist 1,758,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Supply Specialist 1,758,2,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Supply Specialist 1,758,3,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Supply Specialist 1,758,4,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Supply Specialist 1,758,5,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Supply Specialist 1,758,6,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Supply Specialist 1,758,7,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Supply Specialist 1,758,8,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Supply Specialist 1,758,9,3964,4709,745,18.79%,"$11,277 ","$47,568 ","$56,508 ","$8,940 "
Supply Specialist 1,758,10,4155,4714,559,13.45%,"$11,748 ","$49,860 ","$56,568 ","$6,708 "
Supply Specialist 2,759,1,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Supply Specialist 2,759,2,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Supply Specialist 2,759,3,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Supply Specialist 2,759,4,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Supply Specialist 2,759,5,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Supply Specialist 2,759,6,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Supply Specialist 2,759,7,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Supply Specialist 2,759,8,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Supply Specialist 2,759,9,5256,6244,988,18.80%,"$14,464 ","$63,072 ","$74,928 ","$11,856 "
Supply Specialist 2,759,10,5503,6244,741,13.47%,"$15,073 ","$66,036 ","$74,928 ","$8,892 "
Tax Auditor 1,5631,1,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Tax Auditor 1,5631,1,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Tax Auditor 1,5631,2,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Tax Auditor 1,5631,2,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Tax Auditor 1,5631,3,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Tax Auditor 1,5631,3,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Tax Auditor 1,5631,4,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Tax Auditor 1,5631,4,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Tax Auditor 1,5631,5,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Tax Auditor 1,5631,5,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Tax Auditor 1,5631,6,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Tax Auditor 1,5631,6,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Tax Auditor 1,5631,7,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Tax Auditor 1,5631,7,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Tax Auditor 1,5631,8,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Tax Auditor 1,5631,8,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Tax Auditor 1,5631,9,6664,7917,1253,18.80%,"$17,936 ","$79,968 ","$95,004 ","$15,036 "
Tax Auditor 1,5631,9,6664,7917,1253,18.80%,"$17,936 ","$79,968 ","$95,004 ","$15,036 "
Tax Auditor 1,5631,10,6982,7922,940,13.46%,"$18,721 ","$83,784 ","$95,064 ","$11,280 "
Tax Auditor 1,5631,10,6982,7922,940,13.46%,"$18,721 ","$83,784 ","$95,064 ","$11,280 "
Tax Auditor 2,5633,1,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Tax Auditor 2,5633,1,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Tax Auditor 2,5633,2,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Tax Auditor 2,5633,2,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Tax Auditor 2,5633,3,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Tax Auditor 2,5633,3,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Tax Auditor 2,5633,4,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Tax Auditor 2,5633,4,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Tax Auditor 2,5633,5,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Tax Auditor 2,5633,5,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Tax Auditor 2,5633,6,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Tax Auditor 2,5633,6,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Tax Auditor 2,5633,7,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Tax Auditor 2,5633,7,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
Tax Auditor 2,5633,8,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Tax Auditor 2,5633,8,7327,9114,1787,24.39%,"$19,571 ","$87,924 ","$109,368 ","$21,444 "
Tax Auditor 2,5633,9,7678,9122,1444,18.81%,"$20,437 ","$92,136 ","$109,464 ","$17,328 "
Tax Auditor 2,5633,9,7678,9122,1444,18.81%,"$20,437 ","$92,136 ","$109,464 ","$17,328 "
Tax Auditor 2,5633,10,8057,9142,1085,13.47%,"$21,372 ","$96,684 ","$109,704 ","$13,020 "
Tax Auditor 2,5633,10,8057,9142,1085,13.47%,"$21,372 ","$96,684 ","$109,704 ","$13,020 "
Tax Auditor/Entry,5630,1,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Tax Auditor/Entry,5630,2,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Tax Auditor/Entry,5630,3,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Tax Auditor/Entry,5630,4,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Tax Auditor/Entry,5630,5,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Tax Auditor/Entry,5630,6,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Tax Auditor/Entry,5630,7,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Tax Auditor/Entry,5630,8,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Tax Auditor/Entry,5630,9,5256,6244,988,18.80%,"$14,464 ","$63,072 ","$74,928 ","$11,856 "
Tax Auditor/Entry,5630,10,5503,6244,741,13.47%,"$15,073 ","$66,036 ","$74,928 ","$8,892 "
Teaching Assistant,3303,1,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Teaching Assistant,3303,2,3095,3849,754,24.36%,"$9,134 ","$37,140 ","$46,188 ","$9,048 "
Teaching Assistant,3303,3,3218,4002,784,24.36%,"$9,437 ","$38,616 ","$48,024 ","$9,408 "
Teaching Assistant,3303,4,3335,4148,813,24.38%,"$9,726 ","$40,020 ","$49,776 ","$9,756 "
Teaching Assistant,3303,5,3483,4332,849,24.38%,"$10,091 ","$41,796 ","$51,984 ","$10,188 "
Teaching Assistant,3303,6,3629,4514,885,24.39%,"$10,451 ","$43,548 ","$54,168 ","$10,620 "
Teaching Assistant,3303,7,3790,4714,924,24.38%,"$10,848 ","$45,480 ","$56,568 ","$11,088 "
Teaching Assistant,3303,8,3964,4930,966,24.37%,"$11,277 ","$47,568 ","$59,160 ","$11,592 "
Teaching Assistant,3303,9,4155,4936,781,18.80%,"$11,748 ","$49,860 ","$59,232 ","$9,372 "
Teaching Assistant,3303,10,4356,4943,587,13.48%,"$12,244 ","$52,272 ","$59,316 ","$7,044 "
Traffic Survey Interviewer,1105,1,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,2,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,3,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,4,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,5,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,6,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,7,0,0,0,,"$1,500 ",$-   , $-   , $-   
Traffic Survey Interviewer,1105,8,3005,3738,733,24.39%,"$8,912 ","$36,060 ","$44,856 ","$8,796 "
Traffic Survey Interviewer,1105,9,3095,3677,582,18.80%,"$9,134 ","$37,140 ","$44,124 ","$6,984 "
Traffic Survey Interviewer,1105,10,3218,3651,433,13.46%,"$9,437 ","$38,616 ","$43,812 ","$5,196 "
Training & Development Specialist 1,1338,1,4155,5168,1013,24.38%,"$11,748 ","$49,860 ","$62,016 ","$12,156 "
Training & Development Specialist 1,1338,2,4356,5418,1062,24.38%,"$12,244 ","$52,272 ","$65,016 ","$12,744 "
Training & Development Specialist 1,1338,3,4555,5666,1111,24.39%,"$12,735 ","$54,660 ","$67,992 ","$13,332 "
Training & Development Specialist 1,1338,4,4776,5941,1165,24.39%,"$13,280 ","$57,312 ","$71,292 ","$13,980 "
Training & Development Specialist 1,1338,5,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Training & Development Specialist 1,1338,6,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Training & Development Specialist 1,1338,7,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Training & Development Specialist 1,1338,8,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Training & Development Specialist 1,1338,9,6051,7189,1138,18.81%,"$16,424 ","$72,612 ","$86,268 ","$13,656 "
Training & Development Specialist 1,1338,10,6350,7205,855,13.46%,"$17,162 ","$76,200 ","$86,460 ","$10,260 "
Training & Development Specialist 2,1339,1,5019,6243,1224,24.39%,"$13,879 ","$60,228 ","$74,916 ","$14,688 "
Training & Development Specialist 2,1339,2,5256,6538,1282,24.39%,"$14,464 ","$63,072 ","$78,456 ","$15,384 "
Training & Development Specialist 2,1339,3,5503,6845,1342,24.39%,"$15,073 ","$66,036 ","$82,140 ","$16,104 "
Training & Development Specialist 2,1339,4,5771,7178,1407,24.38%,"$15,734 ","$69,252 ","$86,136 ","$16,884 "
Training & Development Specialist 2,1339,5,6051,7527,1476,24.39%,"$16,424 ","$72,612 ","$90,324 ","$17,712 "
Training & Development Specialist 2,1339,6,6350,7898,1548,24.38%,"$17,162 ","$76,200 ","$94,776 ","$18,576 "
Training & Development Specialist 2,1339,7,6664,8289,1625,24.38%,"$17,936 ","$79,968 ","$99,468 ","$19,500 "
Training & Development Specialist 2,1339,8,6982,8685,1703,24.39%,"$18,721 ","$83,784 ","$104,220 ","$20,436 "
